AGPR ID,Land Description,Address,Suburb,State or Territory,Postcode,Latitude,Longitude
AGPR5298,Lot 485 P219654 ,7 Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42282806,105.672669
AGPR5297,Lot 574 P042349 ,7 Club Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42620271,105.674001
AGPR5296,Lot 273 P218167 ,62 Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.41660278,105.6750808
AGPR5295,Lot 166 P218124 ,6 Rocky Point Crescent CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.41474047,105.6759536
AGPR5293,Lot 145 P218121 ,6 Coconut Grove CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.4161449,105.6795852
AGPR5292,Lot 529 P194782 ,6 Arenga Close CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42144044,105.6813791
AGPR5291,Lot 340 P218534 ,59 Seaview Drive CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.4212074,105.6759236
AGPR5290,Lot 339 P218534 ,57 Seaview Drive CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42124912,105.6757063
AGPR529,Lot 1625 Plan DP752011 ,75C Oxford Street PADDINGTON,PADDINGTON,NSW,2021,-33.88507733,151.225207
AGPR5289,Lot 1044 P038056 ,53 Taman Sweetland Circuit CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42247807,105.6845866
AGPR5288,Lot 546 P194969 ,5 San Chye Loh Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42545307,105.6790236
AGPR5287,Lot 270 P218165 ,5 Poon Saan Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42505637,105.6788449
AGPR5286,Lot 108 P218116 ,5 Jalan Perak Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42231955,105.6786408
AGPR5285,Lot 299 P191122 ,5 Club Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42588996,105.673524
AGPR5284,Lot 634 P040829 ,5 Canberra Place CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42713347,105.6729116
AGPR5283,Lot 446 P219040 ,49 Poon Saan Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42381192,105.6792626
AGPR5282,Lot 466 P219193 ,47 Poon Saan Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42383533,105.6789936
AGPR5281,Lot 343 P218534 ,46 Seaview Drive CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42169331,105.6760505
AGPR5280,Lot 465 P219193 ,45 Poon Saan Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42396061,105.6788584
AGPR5279,Lot 464 P219193 ,43 Poon Saan Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42408198,105.6787195
AGPR5278,Lot 560 P026420 ,42-56 Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.41810549,105.6748892
AGPR5277,Lot 345 P218534 ,42 Seaview Drive CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42184357,105.6756329
AGPR5276,Lot 222 P218149 ,4 Tong Yan Loh Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43035538,105.6751676
AGPR5275,Lot 165 P218124 ,4 Rocky Point Crescent CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.41480285,105.6755921
AGPR5274,Lot 312 P191470 ,4 Poon Saan Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.4244527,105.6792676
AGPR5273,Lot 51 P218108 ,4 Lam Lok Loh Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.4294612,105.6757027
AGPR5271,Lot 528 P194782 ,4 Arenga Close CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.4213825,105.6810148
AGPR5270,Lot 364 P218534 ,39 Seaview Drive CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42337577,105.6755637
AGPR5269,Lot 355 P218534 ,38 Seaview Drive CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42276753,105.6754522
AGPR5268,Lot 363 P218534 ,37 Seaview Drive CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42342109,105.6757544
AGPR5267,Lot 540 P026096 ,37 Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.41871775,105.6739265
AGPR5266,Lot 362 P218534 ,35 Seaview Drive CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42334048,105.676066
AGPR5265,Lot 484 P219653 ,42858 Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42307945,105.6727731
AGPR5264,Lot 357 P218534 ,34 Seaview Drive CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42293447,105.6757643
AGPR5263,Lot 360 P218534 ,31 Seaview Drive CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42311322,105.6763318
AGPR5262,Lot 53 P218110 ,31 Lam Lok Loh Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43453462,105.6705166
AGPR5261,Lot 416 P192158 ,3 Lorong Kampong Melayu Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42816612,105.6722998
AGPR5260,Lot 412 P218746 ,3 Jalan Pantai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42635747,105.6730529
AGPR5258,Lot 570 P026701 ,3 Club Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42599583,105.6730179
AGPR5257,Lot 370 P191764 ,3 Abbotts Nest Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43413265,105.6711082
AGPR5256,Lot 619 P039529 ,2 Tong Yan Loh Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43060057,105.6749741
AGPR5255,Lot 645 P040603 ,2 Tong Yan Loh Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43126714,105.6743054
AGPR5254,Lot 2 S031715,27 Lam Lok Loh Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43378468,105.6704815
AGPR5253,Lot 1 S031715,27 Lam Lok Loh Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43367737,105.6705225
AGPR5252,Lot 118 P218117 ,27 Seaview Drive CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42269974,105.6766858
AGPR5251,Lot 526 P194618 ,26-32 Poon Saan Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.4237284,105.6803764
AGPR5250,Lot 119 P218117 ,25 Seaview Drive CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42247675,105.6768881
AGPR5249,Lot 450 P219056 ,24 Sin Sang Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43498032,105.6680502
AGPR5248,Lot 432 P219040 ,22 Poon Saan Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42448374,105.6789703
AGPR5247,Lot 536 P194980 ,21 Jalan Pantai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43001882,105.6698477
AGPR5246,Lot 117 P218117 ,2 Sunset Place CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42179202,105.6767693
AGPR5245,Lot 259 P218163 ,2 Sung Miaw Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43165431,105.6736583
AGPR5244,Lot 455 P218648 ,2 Rocky Point Crescent CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.41513724,105.6758175
AGPR5243,Lot 431 P219040 ,2 Poon Saan Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42425827,105.6795454
AGPR5242,Lot 67 P218113 ,2 Pai Chin Lu Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42154529,105.6793193
AGPR5241,Lot 221 P218149 ,2 Lam Lok Loh Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43015397,105.6753794
AGPR5239,Lot 147 P218121 ,2 Coconut Grove CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.41637771,105.6803554
AGPR5238,Lot 527 P194782 ,2 Arenga Close CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42132623,105.6806559
AGPR5237,Lot 537 P194980 ,19 Jalan Pantai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42982346,105.6702967
AGPR5236,Lot 3 P218102 ,18-20 Nursery Court CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43288558,105.6699931
AGPR5235,Lot 443 P192390 ,13 Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42205439,105.6729555
AGPR5234,Lot 532 P194782 ,12 Arenga Close CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42161547,105.6824694
AGPR5233,Lot 1004 D094854 ,11 Silver City Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42187282,105.6802493
AGPR5230,Lot 627 P040592 ,41579 San Chye Loh Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42606033,105.6782075
AGPR523,Lot 7  DP244683,24-162 Percival Street CLARENDON,CLARENDON,NSW,2756,-33.60173394,150.7975512
AGPR5229,Lot 85 P218114 ,11 Jalan Perak Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42312832,105.6781919
AGPR5228,Lot 582 P030932 ,11 Jalan Pantai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.4275235,105.6721331
AGPR5227,Lot 641 P041816 ,11 Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42235866,105.6727904
AGPR5226,Lot 188 P218129 ,11 Club Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42727863,105.6734932
AGPR5225,Lot 268 P218165 ,44105 Poon Saan Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.4251198,105.6779712
AGPR5223,Lot 531 P194782 ,10 Arenga Close CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42155632,105.6821077
AGPR5222,Lot 569 P026701 ,1 Tong Chee Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42595466,105.673194
AGPR5221,Lot 1045 P029362 ,1 Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42287842,105.6824794
AGPR5220,Lot 290 P218420 ,1 Jalan Masjid Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42789344,105.67203
AGPR5218,Lot 3042 P044674 ,1 Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42353575,105.6728195
AGPR5217,Lot 590 P037942 ,Lily Beach Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.46298057,105.7040916
AGPR5216,Lot 492 P219762 ,Golf Course Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42596796,105.7014782
AGPR5215,Lot 598 P037939 ,North South Baseline Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.44947516,105.6906138
AGPR5214,Lot 287 P218420 ,Jalan Patai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42885185,105.6713287
AGPR5213,Lot 616 P039518 ,Jalan Patai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42948048,105.6695831
AGPR5212,Lot 185 P218127 ,Lily Beach Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.46759646,105.7106493
AGPR5211,Lot 493 P219762 ,Golf Course Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.44627252,105.708213
AGPR5210,Lot 625 P040591 ,Golf Course Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.45031481,105.7062746
AGPR5209,Lot 624 P040591 ,Golf Course Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43597994,105.7059855
AGPR5208,Lot 3052 P046328 ,Golf Course Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.45710819,105.7043057
AGPR5207,Lot 3054 P046328 ,Golf Course Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.45577398,105.7033104
AGPR5206,Lot 3053 P046328 ,Golf Course Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.45349374,105.7029397
AGPR5205,Lot 510 P219762 ,Golf Course Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42571823,105.7021803
AGPR5204,Lot 3051 P046328 ,Lily Beach Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.45487232,105.702082
AGPR5203,Lot 3056 P046329 ,Lily Beach Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.46084224,105.7020351
AGPR5202,Lot 3048 P047279 ,Golf Course Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42135457,105.7019996
AGPR5201,Lot 385 P192116 ,Quarry Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42560164,105.6952346
AGPR5200,Lot 3014 P037939 ,Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43475024,105.6919462
AGPR5199,Lot 462 P219061 ,Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.41604449,105.6905604
AGPR5198,Lot 592 P047247 ,North South Baseline Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.454138,105.6888058
AGPR5197,Lot 461 P219061 ,Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.41733901,105.68654
AGPR5196,Lot 3029 P044665 ,Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.41681502,105.6851772
AGPR5195,Lot 253 P218162 ,Taman Sweetland Circuit CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42353869,105.684822
AGPR5194,Lot 520 P194505 ,Lister Place CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42293561,105.6829201
AGPR5193,Lot 306 P218309 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42229235,105.6823653
AGPR5192,Lot 305 P218309 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42252679,105.6820154
AGPR5191,Lot 3037 P046731 ,Taman Sweetland Circuit CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42361664,105.6817519
AGPR5190,Lot 292 P218309 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42296956,105.6813546
AGPR5189,Lot 293 P218309 ,Poon Saan Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42293706,105.6811768
AGPR5188,Lot 3025 P043317 ,Poon Saan Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42365922,105.6791104
AGPR5187,Lot 3018 P043321 ,Seaview Drive CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42116861,105.6770254
AGPR5186,Lot 451 P192428 ,Irvine Hill Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.44550994,105.6758209
AGPR5185,Lot 440 P219039 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.41943192,105.674363
AGPR5184,Lot 3007 P042349 ,Club Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42648366,105.6741897
AGPR5183,Lot 3003 P042349 ,Club Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42683742,105.6739809
AGPR5182,Lot 522 P194415 ,Irvine Hill Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.44089329,105.6738354
AGPR5181,Lot 307 P191122 ,Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42517305,105.6735321
AGPR5180,Lot 458 P192462 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42474453,105.6730604
AGPR5179,Lot 584 P030932 ,Jalan Patai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.4274977,105.6724703
AGPR5178,Lot 3002 P041813 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42423767,105.6721929
AGPR5177,Lot 638 P043304 ,Jalan Patai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42597531,105.6718061
AGPR5176,Lot 47 P218106 ,Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42424677,105.6712347
AGPR5175,Lot 48 P218106 ,Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42475717,105.6711278
AGPR5174,Lot 633 P040590 ,Jalan Patai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.4285708,105.6709644
AGPR5173,Lot 425 P192117 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43222646,105.670169
AGPR5172,Lot 632 P040590 ,Jalan Patai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42970384,105.6699475
AGPR5171,Lot 3005 P042337 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43243211,105.669479
AGPR5170,Lot 631 P040590 ,Jalan Patai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42997404,105.6693972
AGPR5169,Lot 199 P218136 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43291124,105.6687943
AGPR5168,Lot 630 P040590 ,Jalan Patai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43018231,105.6687347
AGPR5167,Lot 629 P040590 ,Jalan Patai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43020933,105.6684958
AGPR5166,Lot 500 P063606 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.44140676,105.6682363
AGPR5165,Lot 415 P192160 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43647499,105.6676627
AGPR5164,Lot 480 P219672 ,Jin Pantai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.4298793,105.6665799
AGPR5163,Lot 622 P043303 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.44168104,105.6664362
AGPR5162,Lot 3047 P046733 ,Jalan Patai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43218946,105.6658832
AGPR5161,Lot 428 P219041 ,Jalan Patai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42815014,105.6646703
AGPR5160,Lot 427 P219041 ,Jalan Patai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42855541,105.6642449
AGPR5159,Lot 635 P040834 ,Jalan Patai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43285331,105.6628576
AGPR5158,Lot 476 P219656 ,Jalan Patai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43221646,105.6626729
AGPR5157,Lot 475 P219656 ,Jalan Patai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43172997,105.6626645
AGPR5156,Lot 479 P219656 ,Jalan Patai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43132033,105.6625939
AGPR5155,Lot 474 P219656 ,Jalan Patai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43240467,105.6622083
AGPR5154,Lot 587 P037951 ,North Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.47854728,105.6298906
AGPR5153,Lot 586 P037951 ,North Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.47769718,105.6291899
AGPR5152,Lot 3066 P050962 ,Great Eastern Highway CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.46956718,105.5734109
AGPR5119,Lot 1 of Plan TP850261Q,453 Gaffney Street PASCOE VALE,PASCOE VALE,VIC,3044,-37.73031859,144.9265386
AGPR5087,Lot 1 of Plan TP830952Y,223 Lower Road MOORABBIN AIRPORT,MOORABBIN AIRPORT,VIC,3194,-37.98135002,145.0934133
AGPR5066,Plan PC354871E,43252 Brisbane Street STRATHMORE,STRATHMORE,VIC,3041,-37.72993124,144.90091
AGPR5057,Lot 1 of Plan TP320400L,Western Avenue MELBOURNE AIRPORT,MELBOURNE AIRPORT,VIC,3045,-37.67310919,144.8577417
AGPR5051,Volume 225834 Folio 1,311 Evandale Road WESTERN JUNCTION,WESTERN JUNCTION,TAS,7212,-41.54596,147.2053
AGPR5043,Volume 6141 Folio 699,Bennett Road MAWSON LAKES,MAWSON LAKES,SA,5095,-34.80474041,138.6256863
AGPR504,Lot 13  DP1042814,20R Budjan Street RANDWICK,RANDWICK,NSW,2031,-33.93062996,151.2439813
AGPR5036,Volume 6137 Folio 602,Sir Donald Bradman Drive ADELAIDE AIRPORT,ADELAIDE AIRPORT,SA,5950,-34.94766866,138.5316177
AGPR503,Lot 1  DP132344,Cowper Wharf Road POTTS POINT,POTTS POINT,NSW,2011,-33.86734959,151.2259764
AGPR5027,Lot 21 on RP748033,John Melton Black Drive GARBUTT,GARBUTT,QLD,4814,-19.25057589,146.7737349
AGPR5026,Lot 2 on RP748023,John Melton Black Drive GARBUTT,GARBUTT,QLD,4814,-19.25333935,146.7761774
AGPR5025,Lot 7 on RP802404,John Melton Black Drive GARBUTT,GARBUTT,QLD,4814,-19.25483464,146.7756083
AGPR5023,Lot 2 on RP844116,550 Main Myrtletown Road BRISBANE AIRPORT,BRISBANE AIRPORT,QLD,4008,-27.37314913,153.1229871
AGPR5016,Lot 3 on RP724915,550 Barkly Highway KALKADOON,KALKADOON,QLD,4825,-20.66952449,139.4799295
AGPR5015,Lot 28 on RP734222,550 Barkly Highway KALKADOON,KALKADOON,QLD,4825,-20.6825372,139.4920756
AGPR5014,Lot 1 on RP724915,550 Barkly Highway KALKADOON,KALKADOON,QLD,4825,-20.66509399,139.4866001
AGPR5013,Lot 14 on RP720448,550 Barkly Highway KALKADOON,KALKADOON,QLD,4825,-20.67344839,139.4918702
AGPR5006,Lot 2 on SP200283,480 Beatty Road ACACIA RIDGE,ACACIA RIDGE,QLD,4110,-27.57004366,153.0062177
AGPR5000,Section 00117 Hundred of Bagot plan B  000682,165 Deloraine Road MICKET CREEK,MICKET CREEK,NT,822,-12.40589445,130.9628572
AGPR50,NT Portion  02854 plan S  89/156,7430 Arnhem Highway MOUNT BUNDEY,MOUNT BUNDEY,NT,822,-13.00672047,131.9173993
AGPR4999,Portion 02270 Hundred of Bagot plan S  80/045,160 Deloraine Road SHOAL BAY,SHOAL BAY,NT,830,-12.37589305,130.9797863
AGPR4998,Section 04456 Hundred of Bagot plan LTO93/073,100 Deloraine Road SHOAL BAY,SHOAL BAY,NT,830,-12.41440395,130.9693775
AGPR499,Lot 4  DP238092,2042-2550 The Northern Road ORCHARD HILLS,ORCHARD HILLS,NSW,2748,-33.8117921,150.6948922
AGPR4953,Lot 683  DP842811,3 Avro Street BANKSTOWN AERODROME,BANKSTOWN AERODROME,NSW,2200,-33.92508507,150.99775
AGPR49,Volume CUFT 22 Folio 115 Section 1538 Hundred of  Guy Plan  A 000692 ,115 ANZAC Parade MIDDLE POINT,MIDDLE POINT,NT,822,-12.60715151,131.2887637
AGPR4894,Lot 1  DP582467,Pacific Motorway TWEED HEADS WEST,TWEED HEADS WEST,NSW,2485,-28.17041963,153.5165907
AGPR489,Lot 1  DP221326,2 Wade Street INVERELL,INVERELL,NSW,2360,-29.76856807,151.1059485
AGPR4881,Lot 1  DP809051,General Holmes Drive MASCOT,MASCOT,NSW,2020,-33.93059866,151.1847782
AGPR4877,Lot 1  DP129674,Elizabeth Drive BADGERYS CREEK,BADGERYS CREEK,NSW,2555,-33.87352171,150.7506403
AGPR4869,Lot 1  DP107987,Spring Street ARNCLIFFE,ARNCLIFFE,NSW,2205,-33.94620654,151.1533695
AGPR480,Lot 1  DP863172,172 Hudson Parade CLAREVILLE,CLAREVILLE,NSW,2107,-33.63564596,151.3063349
AGPR48,Volume CUFT 735 Folio 120 Section 1750 Hundred of  Guy Plan  S2009/170 ,ANZAC Parade MIDDLE POINT,MIDDLE POINT,NT,822,-12.593796,131.3055118
AGPR4792,Lot 15  DP229293,221 Greendale Road GREENDALE,GREENDALE,NSW,2745,-33.91498122,150.6747041
AGPR477,Lot 1  DP386711,17 Muldoon Street TAREE,TAREE,NSW,2430,-31.89884421,152.4635744
AGPR4745,Block 113 District Kowen,Kings Highway KOWEN,KOWEN,ACT,2620,-35.32819,149.3828
AGPR4737,Lot 669 P055175 ,9 Juniper Court YAKAMIA,YAKAMIA,WA,6330,-34.99642318,117.8833124
AGPR4735,Lot 2 D082673 ,15 Dempster Street PORT HEDLAND,PORT HEDLAND,WA,6721,-20.30046979,118.6335465
AGPR4734,Lot 1316 P214560 ,1 Goode Street PORT HEDLAND,PORT HEDLAND,WA,6721,-20.30089458,118.6388365
AGPR4733,Lot 456 P004683 ,24 Fricker Road PERTH AIRPORT,PERTH AIRPORT,WA,6105,-31.94725911,115.9721317
AGPR4731,Lot 3 of Plan TP844276L,53 Hampstead Road MAIDSTONE,MAIDSTONE,VIC,3012,-37.77709957,144.8775673
AGPR4730,Lot 2 of Plan TP844276L,53 Hampstead Road MAIDSTONE,MAIDSTONE,VIC,3012,-37.7767676,144.8762654
AGPR4729,Lot 1 of Plan TP844276L,53 Hampstead Road MAIDSTONE,MAIDSTONE,VIC,3012,-37.77702084,144.8758932
AGPR4728,Volume 6014 Folio 416,55-65 Garland Avenue KILBURN,KILBURN,SA,5084,-34.85668801,138.5800032
AGPR4727,Lot 3 on SP145563,Airport Road HORN ISLAND,HORN ISLAND,QLD,4875,-10.59736436,142.2883745
AGPR4726,Lot 2 on SP153011,80 Sugarmill Road PINKENBA,PINKENBA,QLD,4008,-27.42443287,153.1010579
AGPR4724,Lot 2 on RP145425,50 Sugarmill Road PINKENBA,PINKENBA,QLD,4008,-27.42708929,153.1013041
AGPR4723,Lot 1 on SP226138,100A Sugarmill Road PINKENBA,PINKENBA,QLD,4008,-27.42378172,153.0980275
AGPR4722,Lot 2 on SP226138,100 Sugarmill Road PINKENBA,PINKENBA,QLD,4008,-27.42249697,153.1031363
AGPR4719,Lot 102  DP1041971,15 Birmingham Avenue VILLAWOOD,VILLAWOOD,NSW,2163,-33.87455554,150.9890541
AGPR4718,Lot 100  DP1041971,100 Miller Road VILLAWOOD,VILLAWOOD,NSW,2163,-33.87687126,150.9919811
AGPR4706,Lot 16 on RP737043,33 Chester Street THURSDAY ISLAND,THURSDAY ISLAND,QLD,4875,-10.58146132,142.2152315
